,Supporter ID,Amount,Campaign Date,Campaign ID,days_since_last_donation,gender,region
4300,207539789,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),46.0,nan,South East
16128,207941283,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,West Midlands
15896,207932685,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,nan
214,207387381,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,39.0,nan,Eastern
12236,207802739,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,74.0,F,South East
22952,208188745,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,North West
12233,207802692,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),86.0,nan,London
14824,207892772,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,London
23702,208212207,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,178.0,F,North West
22955,208188833,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,59.0,F,East Midlands
4307,207540143,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),412.0,nan,Eastern
23510,208207447,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Wales
23506,208207298,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,East Midlands
14830,207892895,50.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),241.0,M,South East
29219,208406999,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),17.0,F,London
4940,207557385,100.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),325.0,nan,Eastern
16119,207940989,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Yorkshire and Humber
4770,207552177,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,46.0,nan,Scotland
3892,207523983,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,45.0,M,South East
4296,207539722,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,313.0,nan,Yorkshire and Humber
16123,207941121,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),311.0,F,West Midlands
5714,207585748,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),92.0,M,Eastern
4016,207529884,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),277.0,nan,Wales
29858,209276162,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,East Midlands
22831,208185569,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,nan
29369,208452717,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,West Midlands
9813,207728057,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,West Midlands
3896,207524039,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),406.0,M,Wales
12496,207811327,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,276.0,F,East Midlands
4820,207553292,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,East Midlands
3897,207524070,121.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,296.0,nan,London
10101,207733585,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,15.0,M,Wales
29696,208728242,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Eastern
207,207387243,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),185.0,nan,South West
11855,207792952,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,498.0,nan,South West
23546,208208593,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Scotland
24192,208228204,76.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),38.0,M,West Midlands
23623,208210756,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),612.0,F,Scotland
14773,207891734,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,West Midlands
4786,207552410,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),54.0,nan,Yorkshire and Humber
29315,208424170,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),224.0,F,nan
16180,207943474,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,23.0,M,London
23589,208209694,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,London
7254,207639692,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,151.0,M,North West
677,207406550,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,285.0,nan,nan
5467,207576884,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),59.0,nan,East Midlands
22991,208189762,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,M,West Midlands
6979,207629276,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),37.0,M,Eastern
4916,207556745,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),18.0,M,East Midlands
29789,208763561,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,196.0,nan,London
7262,207640212,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,12.0,M,Eastern
23596,208209846,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
24193,208228223,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,Yorkshire and Humber
24237,208229811,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,325.0,nan,East Midlands
417,207397412,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,217.0,M,North
23626,208210768,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,nan
3948,207526812,121.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,27.0,nan,North
22980,208189546,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,North West
6737,207621928,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),199.0,F,Yorkshire and Humber
24248,208230157,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),27.0,F,South West
191,207386833,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),23.0,nan,Eastern
3990,207528887,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),14.0,M,South West
29318,208426920,23.0,2022-01-31,210405 - GEN - Donate National,,nan,North West
24190,208228175,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Scotland
29317,208425900,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
14381,207876547,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North West
3951,207526949,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,289.0,F,Yorkshire and Humber
24244,208230066,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,326.0,nan,South West
28513,208371733,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,Scotland
678,207406590,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),23.0,M,Scotland
16177,207943303,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,613.0,M,Yorkshire and Humber
11809,207791999,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),210.0,nan,London
4355,207542834,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
15863,207931265,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South West
15855,207930929,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,216.0,M,West Midlands
3982,207528323,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,196.0,nan,London
22984,208189617,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,276.0,nan,North
24223,208229273,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),482.0,nan,Scotland
28838,208390815,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),310.0,nan,Yorkshire and Humber
12561,207812879,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),23.0,M,South West
6976,207629163,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),42.0,nan,London
3963,207527562,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,23.0,M,nan
29766,208755175,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,123.0,F,North West
24207,208228914,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,London
23605,208210183,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,North West
5730,207586704,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),16.0,M,West Midlands
668,207406371,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,276.0,F,nan
4370,207543318,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),82.0,M,Scotland
12157,207800614,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),29.0,M,North West
23611,208210399,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
11794,207791721,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),185.0,F,London
11792,207791705,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),219.0,nan,London
11797,207791733,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),458.0,M,East Midlands
14206,207872902,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,South West
10066,207732667,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),123.0,M,West Midlands
24226,208229367,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North West
3981,207528320,100.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),11.0,M,South East
24200,208228719,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,292.0,nan,London
28522,208371904,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,38.0,M,North West
15853,207930919,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,54.0,nan,North West
29307,208422909,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Scotland
14587,207884665,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
23600,208210033,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,West Midlands
28528,208371905,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,nan,Eastern
29783,208762504,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,North
3978,207528013,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),23.0,F,South West
12668,207815554,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Eastern
29306,208422688,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),13.0,M,Wales
29762,208754661,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,F,London
22989,208189685,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,27.0,nan,London
672,207406448,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,45.0,F,West Midlands
28544,208372578,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,North
12672,207815693,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),120.0,F,South East
28510,208371627,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North West
23583,208209601,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),289.0,F,West Midlands
4350,207542750,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South East
9857,207728941,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,277.0,nan,North West
28572,208373594,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,nan
3996,207529186,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,288.0,F,South East
28499,208371476,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,Scotland
23555,208208797,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Yorkshire and Humber
22969,208189028,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Wales
12536,207812323,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),549.0,M,Scotland
7359,207642575,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,130.0,M,North
12537,207812363,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),326.0,nan,South East
4415,207544322,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,0.0,M,Wales
389,207396092,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),59.0,F,nan
14386,207876620,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,34.0,nan,Yorkshire and Humber
12541,207812485,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,24.0,nan,South West
24262,208231112,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,47.0,nan,South West
686,207406904,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,72.0,M,Eastern
29255,208412186,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,21.0,M,nan
11831,207792513,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,M,North
3994,207529057,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),294.0,M,South West
6884,207625607,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,30.0,F,South East
6741,207622007,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),211.0,M,Yorkshire and Humber
11759,207790984,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),18.0,nan,Eastern
23547,208208625,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,Yorkshire and Humber
24152,208226905,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,Scotland
16227,207946425,12.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,West Midlands
12686,207816086,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,241.0,M,South West
11850,207792821,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,315.0,F,South East
6964,207628539,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,80.0,F,West Midlands
384,207395816,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,85.0,M,Eastern
4319,207540693,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,254.0,F,South West
688,207406971,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),45.0,F,London
29338,208433879,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,North
6871,207625561,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Yorkshire and Humber
14589,207884913,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North West
28574,208373846,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South West
4325,207541108,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,509.0,nan,Yorkshire and Humber
29251,208410857,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Yorkshire and Humber
28578,208374105,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,Yorkshire and Humber
12202,207801488,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,194.0,M,Wales
9835,207728560,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,355.0,M,Yorkshire and Humber
390,207396137,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,nan,Eastern
4782,207552328,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),191.0,M,nan
4783,207552376,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),178.0,M,Eastern
3942,207525880,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),262.0,nan,South West
7266,207640325,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,52.0,F,Eastern
14197,207872748,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,78.0,F,South West
28508,208371601,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,279.0,M,North
9838,207728562,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),326.0,nan,South West
7270,207640441,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),38.0,nan,London
10053,207732446,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South West
680,207406737,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,725.0,nan,South East
4398,207543922,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,482.0,nan,East Midlands
16207,207945294,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,F,West Midlands
12144,207800055,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),24.0,nan,Yorkshire and Humber
5604,207582096,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,nan,nan
4393,207543850,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,54.0,nan,Wales
12555,207812750,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,F,East Midlands
4796,207552662,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,365.0,M,Yorkshire and Humber
5600,207582066,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),115.0,M,Eastern
6971,207628903,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),37.0,M,South West
399,207396627,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,295.0,nan,London
7366,207642653,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,247.0,F,South West
5456,207576807,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,nan,East Midlands
11774,207791287,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,41.0,F,North West
4803,207552807,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,9.0,M,Scotland
12136,207799750,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,108.0,F,South East
682,207406755,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,34.0,nan,East Midlands
4336,207542151,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),515.0,nan,South East
4337,207542160,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),294.0,M,Scotland
24259,208231089,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,North West
14769,207891527,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,South West
173,207386497,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),58.0,F,Eastern
12678,207815859,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,West Midlands
12189,207801228,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,9.0,F,Eastern
5469,207577010,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),221.0,nan,Eastern
12142,207799959,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),59.0,M,East Midlands
10088,207733179,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,93.0,nan,Eastern
15824,207930284,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),30.0,nan,Eastern
7007,207630152,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),159.0,F,North West
364,207394879,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),28.0,M,London
22762,208184056,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,443.0,nan,Yorkshire and Humber
28463,208370330,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Wales
4059,207531441,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,201.0,nan,South West
23793,208216624,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,277.0,M,East Midlands
67,207383016,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,143.0,M,London
29972,209396367,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,38.0,M,Yorkshire and Humber
10145,207734227,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,110.0,F,South West
22852,208186327,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,26.0,nan,Yorkshire and Humber
5534,207579429,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),62.0,M,Yorkshire and Humber
24050,208222766,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South East
3807,207521474,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),197.0,M,South West
12282,207803790,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),304.0,nan,South West
15927,207933789,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),324.0,M,Scotland
15729,207927505,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South East
12625,207814691,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),11.0,M,South East
10234,207736369,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,248.0,nan,North West
14607,207885904,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),148.0,F,South East
12727,207816831,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,South West
23361,208202439,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,London
23362,208202496,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,Eastern
24457,208240540,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,481.0,M,London
29416,208472105,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South East
581,207402868,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,190.0,F,North West
4064,207531938,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,South East
4063,207531706,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Eastern
4729,207551276,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,123.0,F,South West
12412,207809527,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South East
12413,207809558,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,211.0,nan,Eastern
12732,207816998,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,482.0,M,Scotland
7190,207637319,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),287.0,F,nan
4733,207551405,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),106.0,nan,North West
23074,208192310,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,Eastern
467,207398801,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,303.0,M,Wales
16347,207951333,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,East Midlands
12291,207804053,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,482.0,nan,London
16345,207951175,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,10.0,F,London
23345,208202065,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,East Midlands
466,207398800,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),303.0,nan,London
29632,208700021,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,nan
24044,208222533,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
11615,207786902,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,London
29968,209394771,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,London
28631,208376299,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Scotland
4567,207547803,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South East
12431,207810026,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),52.0,nan,South East
14156,207871302,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Wales
4563,207547743,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,24.0,M,North West
23382,208203198,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,Eastern
10068,207732710,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),29.0,M,North
4254,207538356,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),90.0,M,Yorkshire and Humber
29123,208403470,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North West
23781,208215962,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Yorkshire and Humber
